10,14,14,4,0,19,9,24,16,11,1,13,21,22,15,6,3,8,17,23,2,16,13,20,22,7,6,17,8,5,18,2,23,15,11,12,5,9,7,0,24,1,12,10,4,21,20,18,19,3
3,21,16,24,9,23,12,10,19,1,24,15,11,22,5,19,7,2,17,8,0,18,20,13,2,16,23,0,8,14,18,20,10,17,4,12,6,7,15,9,1,11,13,6,22,3,14,4,21,5
4,17,20,18,24,23,9,6,1,2,3,0,7,12,11,1,6,19,21,9,10,22,8,11,12,7,2,16,14,5,23,24,13,21,18,15,5,3,19,13,16,20,17,4,0,8,22,14,15,10
17,14,9,16,22,4,2,0,21,11,12,3,16,2,10,22,6,9,3,15,8,18,19,13,23,6,15,20,18,24,1,5,11,8,14,12,13,17,24,10,7,1,0,21,4,19,20,7,5,23
2,4,12,19,7,5,14,8,17,10,4,1,6,15,20,17,23,13,9,12,24,22,8,21,13,9,5,3,1,14,11,0,22,7,19,20,16,18,15,11,3,23,10,2,0,6,21,24,18,16
8,23,14,20,11,0,4,10,2,16,1,9,6,13,7,3,21,19,5,2,0,18,23,6,19,8,20,4,12,14,9,21,17,5,22,7,16,24,15,12,18,22,13,11,24,15,3,1,10,17
10,11,20,10,9,12,1,14,7,4,11,17,19,23,22,6,0,3,15,18,17,8,13,24,2,21,4,1,14,7,3,5,8,20,6,16,18,2,23,13,24,0,5,9,12,19,21,15,16,22
10,19,23,7,6,16,15,22,20,14,2,3,12,10,5,6,21,13,3,8,24,4,16,23,11,17,19,1,13,2,9,0,8,18,14,20,22,15,4,12,18,9,0,21,7,24,17,5,1,11
5,7,12,1,23,24,20,5,15,17,1,11,14,21,7,12,8,18,9,23,22,20,21,15,6,10,4,22,0,13,16,14,17,6,18,8,10,3,11,9,19,4,2,0,13,16,24,19,3,2
11,7,9,6,20,22,3,13,15,10,17,8,18,19,13,2,7,20,23,15,14,21,6,12,5,24,4,18,10,9,16,0,2,4,8,5,22,1,21,16,0,11,19,3,1,14,24,23,12,17
3,11,13,10,8,24,9,3,21,16,0,15,1,20,5,7,6,19,2,22,12,18,17,9,23,5,15,6,7,14,20,23,24,1,19,0,18,21,4,17,22,12,10,8,14,4,16,13,11,2
1,7,16,14,22,24,8,20,12,21,6,19,9,11,2,15,17,10,7,23,18,13,11,4,15,6,24,0,13,5,21,12,10,8,14,1,4,17,3,2,0,18,23,9,19,22,20,16,5,3
21,12,3,17,10,20,15,5,13,14,12,6,0,9,24,2,4,21,22,18,11,16,19,13,17,22,14,1,23,3,7,15,6,10,2,8,16,0,9,23,20,4,5,19,1,7,18,11,8,24
21,19,4,10,7,12,3,22,24,11,9,21,23,16,17,14,8,3,6,13,18,7,15,1,14,20,0,9,16,18,5,2,20,15,22,8,13,4,1,6,10,24,2,23,11,17,12,5,19,0
18,4,4,24,6,5,7,9,22,23,21,17,20,3,11,12,23,10,19,16,0,2,24,14,13,21,1,15,8,18,5,13,12,20,17,8,2,0,15,6,3,22,14,7,16,11,9,1,10,19
18,21,3,5,7,8,12,9,13,20,24,22,14,6,10,4,11,17,5,2,23,0,1,3,15,24,4,11,16,14,8,10,9,1,19,16,22,13,17,18,21,23,0,15,2,7,6,12,20,19
9,20,4,9,13,2,5,12,24,0,16,23,17,13,18,3,2,22,21,8,0,19,3,10,12,24,7,21,14,1,11,17,8,6,15,14,19,5,22,11,1,16,23,18,20,7,10,15,6,4
20,15,12,19,11,23,22,2,13,4,21,8,16,9,1,14,0,20,15,11,3,16,19,5,23,21,10,22,9,6,24,3,18,7,17,12,5,10,6,18,14,17,8,0,4,1,2,24,7,13
19,7,24,2,5,12,22,14,4,8,21,13,16,0,9,10,23,22,11,5,20,18,15,4,17,23,3,1,12,6,14,9,18,17,7,16,1,21,8,20,0,24,2,11,6,19,13,15,10,3
9,6,1,20,20,23,3,0,10,7,8,24,18,14,4,13,19,8,6,1,24,21,22,17,11,12,23,15,14,5,21,3,0,19,16,22,5,9,2,11,15,18,12,4,7,10,13,16,17,2
18,22,0,8,16,5,15,14,6,10,23,4,5,13,19,1,20,3,22,9,7,19,10,23,13,11,12,24,3,2,9,21,1,15,24,18,2,0,21,20,17,6,14,7,4,12,11,17,8,16
22,18,24,5,12,20,17,6,23,14,1,11,13,9,3,2,4,17,19,0,16,7,2,8,9,10,21,15,7,4,18,23,20,21,10,16,15,24,0,1,14,13,11,19,5,22,8,12,6,3
2,8,0,2,23,6,18,5,14,11,1,7,16,4,13,10,15,0,3,23,20,9,8,17,5,12,10,15,24,16,4,21,19,18,22,20,11,1,9,24,21,22,17,13,7,19,12,14,6,3
1,1,19,10,12,15,0,11,5,18,23,17,7,24,6,21,4,8,2,23,22,5,16,12,13,14,8,20,18,9,10,7,11,0,17,6,24,4,14,19,3,16,15,22,9,13,20,2,21,3
11,18,23,21,15,16,5,14,7,12,19,20,18,9,1,2,8,10,4,19,21,0,20,7,6,23,13,17,2,3,12,1,24,5,10,22,3,4,14,24,17,15,9,11,22,13,16,6,0,8
1,7,23,21,11,2,20,18,6,10,19,15,0,17,9,5,10,6,22,11,2,23,16,20,4,13,18,12,5,3,7,9,17,24,15,16,14,19,12,8,13,0,21,22,3,4,24,14,8,1
15,0,3,7,12,6,4,8,13,9,7,3,11,14,17,10,6,1,19,16,5,22,10,15,21,4,9,12,23,13,24,11,8,18,1,21,20,5,2,17,0,24,22,19,14,23,16,20,18,2
18,13,20,17,16,3,12,14,10,0,19,23,17,20,4,18,24,5,23,1,2,21,8,7,22,16,0,12,13,10,11,6,9,24,21,19,1,8,15,11,3,9,5,2,6,4,14,22,7,15
4,3,12,24,10,13,2,20,16,9,18,7,22,11,17,1,14,6,13,19,3,12,20,18,0,4,9,8,5,21,24,2,23,22,1,0,21,16,11,15,7,14,19,10,8,23,15,17,6,5
0,11,9,22,8,17,2,7,12,24,10,1,23,19,20,13,6,10,4,8,14,3,1,12,7,21,11,4,5,18,24,23,13,2,17,16,3,20,15,0,21,14,22,9,18,6,16,15,19,5
20,11,3,5,7,24,12,1,14,18,19,7,16,9,24,2,5,21,15,22,6,10,0,19,2,16,13,20,8,12,11,3,17,14,4,23,22,6,1,8,9,15,18,0,21,17,23,4,10,13
15,7,20,24,1,9,21,18,22,13,17,12,9,4,3,10,13,5,23,19,4,21,14,1,18,22,12,23,0,3,8,11,7,16,2,14,10,6,24,15,11,2,19,0,16,8,6,20,5,17
19,14,21,22,13,23,7,24,15,5,1,8,6,12,17,9,4,20,0,19,18,16,11,15,8,3,9,0,20,11,24,13,5,10,12,2,14,18,16,1,23,4,10,21,3,7,2,6,22,17
5,9,14,17,10,20,16,11,2,0,7,5,1,21,6,22,9,16,3,18,8,14,4,7,19,23,22,1,12,10,21,19,13,6,23,3,24,15,18,12,17,4,20,13,0,24,15,8,11,2
15,0,23,11,16,3,4,20,12,2,8,23,17,16,24,22,10,21,18,17,3,8,0,19,6,14,21,9,11,10,20,4,1,12,5,13,9,6,7,15,22,24,13,18,19,1,14,7,2,5
2,21,15,24,5,6,20,22,23,2,8,19,12,4,17,3,0,11,22,5,13,23,19,20,1,17,10,14,9,16,11,7,3,18,14,10,6,15,4,0,21,12,24,13,16,9,7,8,18,1
2,17,4,1,11,8,0,3,20,2,22,16,10,14,5,18,15,23,21,22,19,5,17,7,3,4,24,9,23,21,18,13,1,11,12,10,8,24,16,19,7,6,13,12,14,0,9,15,6,20
8,14,3,19,21,9,24,17,23,11,6,8,13,16,12,10,1,4,11,6,19,7,18,20,15,2,9,22,4,23,16,0,20,13,14,12,5,18,10,3,2,1,22,15,0,5,7,21,17,24
2,19,0,20,14,17,12,9,19,1,23,24,18,13,10,2,6,0,1,5,4,3,11,10,16,12,17,22,7,21,9,23,8,15,3,16,20,6,21,18,15,7,5,8,13,11,24,4,22,14
20,22,17,23,11,14,5,3,6,21,12,9,16,11,15,7,19,20,4,10,1,6,18,24,21,19,8,13,3,15,2,18,14,17,23,12,9,16,13,4,7,2,0,8,10,1,24,5,22,0
21,17,17,1,15,12,20,21,4,5,11,24,6,7,8,4,16,18,19,15,12,13,0,9,18,2,3,16,10,23,1,22,9,14,24,10,7,11,5,19,2,0,13,8,23,6,14,3,22,20
3,12,8,21,5,22,23,0,17,2,20,11,7,15,10,13,22,14,11,18,4,10,24,7,6,16,15,5,2,19,18,4,9,8,0,1,16,6,12,9,19,24,21,20,13,23,14,3,1,17
11,14,6,4,19,18,8,20,21,3,17,6,7,12,24,23,3,5,9,11,22,15,2,17,5,21,18,22,20,16,0,1,23,10,4,2,13,0,15,19,14,24,10,7,12,13,16,9,1,8
18,21,13,4,14,24,23,8,21,5,15,12,16,6,8,23,17,22,11,2,7,14,1,19,0,11,20,18,9,1,6,0,4,20,19,15,2,7,24,3,10,16,5,17,22,9,12,13,3,10
24,10,9,21,5,22,14,2,8,20,0,17,6,12,1,5,11,16,18,3,21,19,4,1,13,24,3,6,10,18,20,11,16,15,19,8,23,14,17,13,22,7,2,23,15,0,12,4,7,9
0,24,1,14,17,10,22,18,24,3,20,15,8,16,12,6,23,0,3,11,13,20,7,12,10,22,9,1,2,17,6,8,5,21,14,19,4,23,11,9,21,5,18,4,16,13,15,2,19,7
16,5,3,13,15,11,4,20,6,21,9,17,18,16,0,7,8,1,21,10,14,0,17,19,5,8,22,18,7,2,11,23,24,6,12,22,19,3,23,9,20,4,1,14,2,12,10,15,13,24
10,16,21,21,3,15,20,2,5,4,18,22,1,19,0,24,23,12,9,8,13,17,19,18,6,9,22,11,2,23,4,10,7,5,8,13,15,6,17,14,11,7,16,0,24,3,12,1,14,20
12,9,16,23,21,13,11,6,22,1,3,7,18,24,6,10,13,15,2,8,20,16,0,11,17,2,4,14,7,22,23,20,15,5,10,12,19,18,14,17,1,0,5,3,8,21,24,4,9,19
24,2,4,24,18,5,1,17,22,0,19,23,3,20,14,1,8,22,5,15,23,7,2,3,17,10,16,18,20,13,9,12,15,21,0,11,7,8,6,16,21,4,13,14,11,9,10,19,12,6
15,12,18,5,17,2,13,8,7,19,14,21,6,3,12,11,23,9,22,15,4,18,24,6,10,17,1,23,16,0,8,13,3,14,21,7,0,1,19,20,5,10,9,22,11,16,20,24,2,4
17,24,6,4,14,3,15,10,23,18,12,21,20,1,11,15,22,23,19,7,4,2,3,11,0,22,8,13,1,6,16,12,7,5,13,19,21,17,24,16,9,8,5,14,10,20,18,9,2,0
18,0,20,8,24,3,13,2,9,20,21,14,17,5,12,23,0,16,6,13,3,18,19,12,4,10,15,11,22,17,7,6,10,21,1,22,11,4,5,24,14,1,8,9,23,7,2,15,16,19
6,13,18,19,15,9,14,24,20,3,13,11,16,7,4,10,19,0,8,22,3,21,23,18,5,15,2,8,10,1,12,17,22,16,0,5,7,4,11,23,1,20,17,12,24,6,9,14,21,2
20,12,4,15,13,23,3,8,5,4,11,20,10,9,12,3,18,16,6,19,9,24,8,7,17,22,15,21,23,10,19,6,0,18,24,17,7,5,22,1,14,2,16,11,21,13,1,0,2,14
12,4,2,24,6,0,19,7,21,3,13,6,0,23,17,2,7,22,8,19,11,9,20,10,18,17,14,5,9,16,10,1,4,12,24,14,5,15,22,11,23,18,16,20,3,21,1,13,15,8
13,24,15,10,1,8,23,6,16,13,9,17,19,12,20,11,22,16,14,7,18,2,8,0,11,20,4,9,2,5,24,22,7,4,21,14,12,19,3,15,0,1,6,18,5,3,10,23,17,21
3,1,2,15,8,20,24,6,19,13,22,4,12,11,0,23,20,14,15,10,18,9,16,12,7,2,23,0,10,19,1,17,4,18,6,8,21,7,17,16,5,3,13,24,14,22,11,5,9,21
8,20,13,15,9,3,21,8,24,16,15,23,20,17,10,9,18,22,4,1,16,19,7,18,3,6,12,13,11,5,2,4,1,7,17,0,23,21,14,2,5,24,6,10,19,11,22,14,0,12
9,16,23,24,6,15,19,18,8,14,3,20,11,2,16,7,13,1,5,9,0,11,24,17,20,19,15,5,4,10,2,6,18,21,7,4,17,13,12,22,1,8,14,0,10,3,21,23,22,12
8,17,6,24,0,20,10,3,21,6,14,22,18,15,19,12,16,14,9,7,4,13,2,1,11,0,20,16,3,5,24,18,23,21,7,10,15,8,1,19,13,23,12,11,5,9,17,2,22,4
20,6,16,0,21,14,3,17,2,8,12,21,15,13,14,7,18,10,17,15,1,2,22,24,23,18,4,5,13,9,11,12,7,19,10,20,8,16,24,22,6,4,9,11,19,3,5,23,0,1
7,23,17,6,13,10,8,24,11,20,1,13,0,17,23,19,4,5,16,15,21,9,10,4,2,22,14,16,18,1,20,3,15,11,12,18,5,14,6,2,24,7,3,21,9,0,19,8,22,12
14,2,20,9,10,19,5,4,1,13,16,12,6,3,17,23,8,7,18,20,22,11,9,14,7,24,23,8,11,0,4,22,3,21,13,16,12,5,15,1,0,10,2,18,19,15,24,6,21,17
16,4,0,1,12,24,20,14,17,16,22,12,13,5,4,15,9,6,3,21,19,13,10,7,2,9,1,20,23,10,5,22,7,11,24,19,6,18,8,0,11,23,15,17,21,2,14,8,18,3
12,16,14,10,18,5,7,0,20,13,1,22,23,15,0,24,13,12,11,21,5,18,19,14,8,1,6,3,15,17,24,4,16,11,3,23,2,6,4,9,17,7,22,19,21,8,9,2,10,20
11,1,12,14,17,21,3,13,9,2,6,5,22,7,0,8,20,11,24,18,15,3,21,19,16,24,2,22,4,23,5,16,10,15,1,20,8,9,23,6,14,12,19,4,7,10,18,0,13,17
0,1,4,14,15,2,20,13,10,7,14,19,12,9,21,18,22,24,16,6,13,12,23,22,18,20,17,8,2,23,11,16,24,5,3,21,6,0,9,17,8,4,7,11,1,3,19,15,5,10
3,20,1,11,22,23,7,17,5,12,20,0,23,3,17,7,6,22,2,19,0,4,10,8,24,9,13,15,18,1,14,10,9,24,21,5,15,14,19,2,16,6,4,18,11,21,12,16,8,13
6,12,20,4,9,24,7,10,11,16,5,15,23,7,10,19,2,0,4,1,3,17,15,18,8,22,13,5,14,9,17,3,19,23,24,6,0,21,18,8,1,11,22,2,12,20,16,13,21,14
18,8,7,19,10,14,9,3,0,22,17,10,20,2,23,9,19,1,3,12,8,16,15,20,4,6,14,5,1,7,21,17,24,0,12,11,13,4,5,15,16,24,6,18,11,13,2,21,22,23
2,17,7,8,20,18,11,23,16,21,4,20,19,2,14,7,1,16,10,22,3,15,5,24,21,1,6,19,8,13,0,5,12,10,15,9,23,4,17,11,13,6,9,0,18,3,24,14,22,12
17,0,7,23,4,16,6,17,14,11,22,15,10,24,20,3,9,7,8,21,24,13,11,12,16,8,5,18,1,9,21,19,13,6,0,22,23,14,2,5,18,10,12,20,19,1,3,2,15,4
1,1,5,11,15,10,12,19,8,2,22,6,18,24,20,9,3,21,0,14,17,15,4,5,6,16,11,12,13,8,14,18,16,20,21,0,9,23,7,17,24,22,10,13,19,3,2,4,23,7
15,21,11,8,20,18,12,14,21,5,2,6,16,23,10,3,18,4,7,17,14,24,0,13,9,1,17,12,19,0,4,10,6,9,3,20,22,15,24,19,13,16,23,11,1,2,8,7,5,22
24,24,13,8,4,23,19,1,2,14,3,15,8,11,23,7,0,20,15,18,5,21,1,0,10,9,17,6,12,22,7,5,11,4,18,16,6,13,14,10,21,19,20,12,22,3,16,2,9,17
20,4,4,15,9,11,24,3,10,14,8,18,6,19,23,10,17,20,13,21,0,7,5,24,2,9,16,17,7,1,22,13,11,5,12,8,21,6,19,23,15,16,14,22,3,2,18,12,1,0
5,14,18,12,2,7,8,1,22,23,14,19,3,16,24,6,12,21,9,11,13,20,0,8,6,15,4,24,11,17,23,22,20,3,1,5,10,0,16,18,17,9,15,10,21,13,7,2,19,4
